image_id,labels
sparse_residential_area_391,"['bare soil', 'buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_392,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_393,"['buildings', 'chaparral', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_394,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_395,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_396,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_397,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_398,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_399,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_400,"['buildings', 'chaparral', 'grass', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_401,"['bare soil', 'buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_402,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_403,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_404,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_405,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_406,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_407,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_408,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_409,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_410,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_411,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_412,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_413,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_414,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_415,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_416,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_417,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_418,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_419,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_420,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_421,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_422,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_423,"['buildings', 'chaparral', 'sand', 'sparse residential area']"
sparse_residential_area_424,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_425,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_426,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_427,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_428,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_429,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_430,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_431,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_432,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_433,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_434,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_435,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_436,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_437,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_438,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_439,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_440,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_441,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_442,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_443,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_444,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_445,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_446,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_447,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_448,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_449,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_450,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_451,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_452,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_453,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_454,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_455,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_456,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_457,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_458,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_459,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_460,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_461,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_462,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_463,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_464,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_465,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_466,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_467,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_468,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_469,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_470,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_471,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_472,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_473,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_474,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_475,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_476,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_477,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_478,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_479,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_480,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_481,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_482,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_483,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_484,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_485,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_486,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_487,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_488,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_489,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_490,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_491,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_492,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_493,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_494,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_495,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_496,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_497,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_498,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_499,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_500,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_501,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_502,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_503,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_504,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_505,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_506,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_507,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_508,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_509,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_510,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_511,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_512,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_513,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_514,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_515,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_516,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_517,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_518,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_519,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_520,"['bare soil', 'buildings', 'chaparral', 'field', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_521,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_522,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_523,"['bare soil', 'buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_524,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_525,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_526,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_527,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_528,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_529,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_530,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_531,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_532,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_533,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_534,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_535,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_536,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_537,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_538,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_539,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_540,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_541,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_542,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_543,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_544,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_545,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_546,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_547,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_548,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_549,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_550,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_551,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_552,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_553,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_554,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_555,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_556,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_557,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_558,"['bare soil', 'buildings', 'chaparral', 'field', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_559,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_560,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_561,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_562,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_563,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_564,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_565,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_566,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_567,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_568,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_569,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_570,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_571,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_572,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_573,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_574,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_575,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_576,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_577,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_578,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_579,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_580,"['buildings', 'chaparral', 'grass', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_581,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_582,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_583,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_584,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_585,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_586,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_587,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_588,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_589,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_590,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_591,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_592,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_593,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_594,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_595,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_596,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_597,"['buildings', 'chaparral', 'pavement', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_598,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_599,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_600,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_601,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_602,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_603,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_604,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_605,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_606,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_607,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_608,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_609,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_610,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_611,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'swimming pool', 'trees', 'water']"
sparse_residential_area_612,"['buildings', 'chaparral', 'sand', 'sparse residential area', 'trees']"
sparse_residential_area_613,"['buildings', 'chaparral', 'pavement', 'road', 'sand', 'sparse residential area', 'trees']"
